index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
df5cc96661fb6897a918ad575ec41ddc,2026-09-01T16:01:49Z,'ash volcano',timesofindia.indiatimes.com,en,0.9,454-million-year-old supervolcano found beneath England may explain a vast ash layer across northern Europe,Scientists found evidence of a massive ancient volcano under The Wash. Tiny zircon crystals helped date this eruption to over 454 million years ago. This ancient volcanic system likely produced the Kinnekulle ash layer found across Europe. The volcano disappe…,https://timesofindia.indiatimes.com/world/rest-of-world/454-million-year-old-supervolcano-found-beneath-england-may-explain-a-vast-ash-layer-across-northern-europe/articleshow/133686280.cms,"https://static.toiimg.com/thumb/msid-133686472,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",,"Follow Us On Social Media
Stone Cold Racist &amp; Nut Job: Hakeem Jeffries Tears Into Trump Bff Laura Loomer Over Ilhan Omar JabManipur Violence: Three Naga Villages Attacked, 10 Houses Torched In F… [+3023 chars]",,"Der 454 Millionen Jahre alte Supervulkan unter England könnte eine riesige Ascheschicht in Nordeuropa erklären. Wissenschaftler fanden Hinweise auf einen riesigen alten Vulkan unter The Wash. Winzige Zirkonkristalle halfen dabei, diesen Ausbruch auf über 454 Millionen Jahre zu datieren. Dieses alte Vulkansystem produzierte wahrscheinlich die Kinnekulle-Ascheschicht, die in ganz Europa zu finden ist. Der Vulkan verschwindet…",454-million-year-old supervolcano found beneath England may explain a vast ash layer across northern Europe. Scientists found evidence of a massive ancient volcano under The Wash. Tiny zircon crystals helped date this eruption to over 454 million years ago. This ancient volcanic system likely produced the Kinnekulle ash layer found across Europe. The volcano disappe…,454-million annos natus supervolcano sub Anglia repertus potest explicare vastam iacum cineris per Europam septentrionalem. Scientistae testimonium invenerunt ponderis veteris vulcani sub The Wash. Minima crystalla zircon diem hanc eruptionem ad plus 454 decies annos abhinc adiuvisse. Haec systema volcanica antiqua probabile edidit Kinnekulle stratum cineris trans Europam repertum. Volcano evanescet…,2026-09-03 10:52:08+00:00
acaee2412d2a13ff1e8068785a7f6be2,2026-09-02T02:07:38Z,'volcano',en.antaranews.com,en,0.9,"Indonesia's Mount Sinabung alert raised, faster evacuations ordered",North Sumatra Governor Bobby Nasution has ordered faster evacuations from danger zones around Mount Sinabung after authorities raised the volcano&rsquo;s ...,https://en.antaranews.com/news/429456/indonesias-mount-sinabung-alert-raised-faster-evacuations-ordered,https://cdn.antaranews.com/cache/1200x800/2026/09/01/1001073872.jpg,http://web.archive.org/web/20260903171229/https://en.antaranews.com/news/429456/indonesias-mount-sinabung-alert-raised-faster-evacuations-ordered,"Medan, N Sumatra (ANTARA) - North Sumatra Governor Bobby Nasution has ordered faster evacuations from danger zones around Mount Sinabung after authorities raised the volcano’s alert status from Level… [+2875 chars]",,"Indonesiens Berg-Sinabung-Alarm wurde erhöht und schnellere Evakuierungen angeordnet. Der Gouverneur von Nord-Sumatra, Bobby Nasution, hat schnellere Evakuierungen aus Gefahrenzonen rund um den Berg Sinabung angeordnet, nachdem die Behörden den Vulkan angehoben hatten ...","Indonesia's Mount Sinabung alert raised, faster evacuations ordered. North Sumatra Governor Bobby Nasution has ordered faster evacuations from danger zones around Mount Sinabung after authorities raised the volcano&rsquo;s ...","Mons Sinabung erectus Indonesiae intentus, purgationes citius fieri iussit. Praefectus Sumatra Septentrionalis Bobby Nasution iussit citius evacuationes e periculo zonae circa Montem Sinabung postquam auctoritates vulcano&rsquo;s ... excitaverunt.",2026-09-07 05:48:22+00:00
7f5979988d9713f315f3a104cfe49567,2026-09-06T15:26:50Z,'ash volcano',www.cbc.ca,en,0.9,"Indonesia's Anak Krakatau volcano erupts, cancelling flights at Jakarta airport and others","Anak Krakatau volcano erupted in Indonesia early Sunday, prompting the cancellation of all flights at Jakarta’s Soekarno-Hatta International Airport and disrupting other domestic airports as volcanic ash drifted across parts of western Indonesia.",https://www.cbc.ca/news/world/indonesia-volcano-eruption-cancelled-flights-9.7334276,"https://i.cbc.ca/ais/fa91cf6c-15a5-4c46-a894-357788e43100,1788708040130/full/max/0/default.jpg?im=Crop%2Crect%3D%280%2C66%2C1280%2C720%29%3BResize%3D620",http://web.archive.org/web/20260906205809/https://www.cbc.ca/news/world/indonesia-volcano-eruption-cancelled-flights-9.7334276,"Anak Krakatau volcano erupted in Indonesia early Sunday, prompting the cancellation of all flights at Jakarta's Soekarno-Hatta International Airport and disrupting other domestic airports as volcanic… [+3950 chars]",,"Der indonesische Vulkan Anak Krakatau bricht aus, wodurch Flüge am Flughafen Jakarta und anderen Flughäfen gestrichen werden. Der Vulkan Anak Krakatau brach am frühen Sonntag in Indonesien aus, was zur Annullierung aller Flüge am internationalen Flughafen Soekarno-Hatta in Jakarta und zu Störungen an anderen inländischen Flughäfen führte, da Vulkanasche über Teile Westindonesiens trieb.","Indonesia's Anak Krakatau volcano erupts, cancelling flights at Jakarta airport and others. Anak Krakatau volcano erupted in Indonesia early Sunday, prompting the cancellation of all flights at Jakarta’s Soekarno-Hatta International Airport and disrupting other domestic airports as volcanic ash drifted across parts of western Indonesia.","Indonesia Anak Krakatau vulcano erumpit, fugas destruens apud aeriportum Batavia et cetera. Volcano Anak Krakatau in Indonesia primo Dominico erupit, suggerente tabularum omnium volatus in Airport Soekarno-Hatta International, et alia nisl domestica turbans sicut cinis molaris trans partes Indonesiae occidentalis ibat.",2026-09-07 21:15:39+00:00
8c6796511592505c094030d71006dccb,2026-09-02T18:05:13Z,'volcano tectonic',theconversation.com,en,0.3,How underwater ‘booms’ could provide earlier warning of deadly volcanic tsunamis,Underwater sound signals created by 2022’s enormous Hunga eruption have pointed scientists to a new way to warn people of unpredictable volcanic tsunamis.,https://theconversation.com/how-underwater-booms-could-provide-earlier-warning-of-deadly-volcanic-tsunamis-290318,https://images.theconversation.com/files/757377/original/file-20260902-50-cy1c6d.png?ixlib=rb-4.1.1&rect=0%2C44%2C972%2C486&q=45&auto=format&w=1356&h=668&fit=crop,http://web.archive.org/web/20260903034345/https://theconversation.com/how-underwater-booms-could-provide-earlier-warning-of-deadly-volcanic-tsunamis-290318,"NASA Worldview
The massive January 2022 eruption of Hunga volcano in the Kingdom of Tonga took the world by surprise.

It blasted a plume more than 50km into the atmosphere, sent pressure waves arou… [+5853 chars]",,"Wie Unterwasser-„Booms“ früher vor tödlichen vulkanischen Tsunamis warnen könnten. Unterwasserschallsignale, die durch den gewaltigen Hunga-Ausbruch im Jahr 2022 erzeugt wurden, haben Wissenschaftlern eine neue Möglichkeit aufgezeigt, Menschen vor unvorhersehbaren vulkanischen Tsunamis zu warnen.",How underwater ‘booms’ could provide earlier warning of deadly volcanic tsunamis. Underwater sound signals created by 2022’s enormous Hunga eruption have pointed scientists to a new way to warn people of unpredictable volcanic tsunamis.,Quomodo aqua summersus 'bomores' antea denuntiationem tsunamis letalis volcanicae providere potuerunt. Signa soni aquae summersorum a 2022 eruptione immane Hunga factas docuerunt phisicis novam viam monendi homines de tsunamis inaestimabilis molaris.,2026-09-08 10:49:52+00:00
d96831a7656604db6955615194c2f742,2026-09-07T04:49:28Z,'volcano',www.abc.net.au,en,0.9,"Jakarta flights affected by volcanic eruption, but Bali trips continue",Indonesian volcano Mount Anak Krakatau has spewed clouds of ash over parts of the island nation.,https://www.abc.net.au/news/2026-09-07/mount-anak-krakatau-volcano-indonesia-flights-jakarta/107122890,https://live-production.wcms.abc-cdn.net.au/d806c9733f5f4187d7e14f2615f6b664?impolicy=wcms_watermark_news&cropH=720&cropW=1280&xPos=0&yPos=120&width=862&height=485&imformat=generic,http://web.archive.org/web/20260907083318/https://www.abc.net.au/news/2026-09-07/mount-anak-krakatau-volcano-indonesia-flights-jakarta/107122890,"The eruption of Indonesian volcano Mount Anak Krakatau has spewed clouds of ash over parts of the island nation, halting flights in and out of Jakarta. 
Here's what you need to know if you're planni… [+4897 chars]",,"Flüge nach Jakarta sind von Vulkanausbruch betroffen, Reisen nach Bali gehen jedoch weiter. Der indonesische Vulkan Anak Krakatau hat Aschewolken über Teile des Inselstaates gespuckt.","Jakarta flights affected by volcanic eruption, but Bali trips continue. Indonesian volcano Mount Anak Krakatau has spewed clouds of ash over parts of the island nation.","Batavia volatus eruptione volcanica affectae, sed itinera Bali pergunt. Volcanus Indonesianus mons Enak Krakatau nubes cineres in partes insulae nationis evomuit.",2026-09-08 10:49:52+00:00
dbeb133702da5e64bc244e44d31213c1,2026-09-04T22:00:00Z,'volcanic spewing',www.sciencealert.com,en,0.7,2025's Megaquake Appears to Have Awakened a Volcano That Was Dormant For 500 Years,"The gift that keeps on giving.ScienceAlert stories are written, fact-checked, and edited by humans, never generated by AI. Don't miss a story, subscribe here.",https://www.sciencealert.com/2025s-megaquake-appears-to-have-awakened-a-volcano-that-was-dormant-for-500-years,https://www.sciencealert.com/images/2026/09/krasheninnikov.jpg,http://web.archive.org/web/20260905000806/https://www.sciencealert.com/2025s-megaquake-appears-to-have-awakened-a-volcano-that-was-dormant-for-500-years,"For nearly five centuries, the Krasheninnikov volcano in Russia's Kamchatka Peninsula had not erupted. Nor did it seem particularly interested in doing so.
Then, just before midday on 30 July 2025 l… [+6482 chars]",,"Das Megabeben im Jahr 2025 scheint einen Vulkan erweckt zu haben, der 500 Jahre lang inaktiv war. Das Geschenk, das immer wieder gegeben wird.ScienceAlert-Geschichten werden von Menschen geschrieben, faktengeprüft und bearbeitet, niemals von KI generiert. Verpassen Sie keine Story und abonnieren Sie sie hier.","2025's Megaquake Appears to Have Awakened a Volcano That Was Dormant For 500 Years. The gift that keeps on giving.ScienceAlert stories are written, fact-checked, and edited by humans, never generated by AI. Don't miss a story, subscribe here.","2025' Megaquakus Volcano suscitasse videtur, qui per 500 annos requievit. Donum quod servat in donatione.ScienceAlert fabulae scriptae sunt, fact-repressae et ab hominibus editis, numquam ab AI generatae sunt. Fabulam ne fallas, hic scribe.",2026-09-08 16:13:59+00:00
ef677a612e7dc87adb172ffb3345063c,2026-09-06T18:03:19Z,'volcano erupt',www.dailymail.com,en,0.7,"Volcano eruption leaves 170,000 passengers stranded and hundreds of flights cancelled in Indonesia","An eruption of Indonesia's Mount Anak Krakatau caused eight airports to suspend operations on Sunday, affecting more than 1,500 flights across the country.",https://www.dailymail.com/news/article-16109677/volcano-eruption-150-000-passengers-stranded-hundreds-flights-cancelled-Indonesia.html,https://i.dailymail.com/1s/2026/09/06/18/111083605-0-image-m-6_1788715352048.jpg,,"The eruption of a volcano in Indonesia has left 170,000 passengers stranded after hundreds of flights were cancelled.  
Eight airports in the country suspended flight operations on Sunday due to the… [+5530 chars]",,"Durch den Vulkanausbruch bleiben in Indonesien 170.000 Passagiere gestrandet und Hunderte Flüge werden gestrichen. Ein Ausbruch des indonesischen Mount Anak Krakatau führte am Sonntag dazu, dass acht Flughäfen den Betrieb einstellten, was Auswirkungen auf mehr als 1.500 Flüge im ganzen Land hatte.","Volcano eruption leaves 170,000 passengers stranded and hundreds of flights cancelled in Indonesia. An eruption of Indonesia's Mount Anak Krakatau caused eight airports to suspend operations on Sunday, affecting more than 1,500 flights across the country.","Volcano eruptio relinquit 170,000 viatorum destitutus et centena volatus in Indonesia cassata. eruptio Indonesiae Montis Anak Krakatau octo nisl operationes die Dominico suspendendas effecit, plus quam 1,500 volatus per patriam afficiens.",2026-09-08 16:13:59+00:00
a6132f269b73faccb31a26365e5757eb,2026-09-06T11:43:25Z,'ash volcano',www.hurriyetdailynews.com,en,0.9,Indonesia’s main airport suspends operations after volcanic eruption,"Indonesia halted operations at its main international airport outside Jakarta on Sept. 6 after ash spewed from the Anak Krakatoa volcano more than 150 kilometers away, impacting thousands of passengers.",https://www.hurriyetdailynews.com/indonesias-main-airport-suspends-operations-after-volcanic-eruption-226518,https://image.hurimg.com/i/hurriyet/75/200x200/6a9d51c9242e1cf6f869fed0.jpg,http://web.archive.org/web/20260906161557/https://www.hurriyetdailynews.com/indonesias-main-airport-suspends-operations-after-volcanic-eruption-226518,"JAKARTA
This drone photo shows Mount Anak Krakatau spewing volcanic smoke. (AP Photo)
Indonesia halted operations at its main international airport outside Jakarta on Sept. 6 after ash spewed from … [+1362 chars]",,"Indonesiens wichtigster Flughafen stellt nach Vulkanausbruch den Betrieb ein. Indonesien stellte am 6. September den Betrieb seines wichtigsten internationalen Flughafens außerhalb von Jakarta ein, nachdem Asche aus dem mehr als 150 Kilometer entfernten Vulkan Anak Krakatau ausgestoßen war und Tausende von Passagieren betroffen hatte.","Indonesia’s main airport suspends operations after volcanic eruption. Indonesia halted operations at its main international airport outside Jakarta on Sept. 6 after ash spewed from the Anak Krakatoa volcano more than 150 kilometers away, impacting thousands of passengers.","Indonesia principale aeriportus operationes post eruptionem molaris suspendit. Indonesia operationes constitit in aeriportu internationali extra Batavia die 6 Sept. postquam cinis ab Anak Krakatoa vulcano plus quam 150 chiliometrorum evomuit, impacting milia viatorum.",2026-09-08 16:13:59+00:00
1e10511b6273c7b69dd550d46c29a864,2026-09-06T13:49:40Z,'volcano warning',www.dailymail.com,en,0.9,Warning for Aussies as Indonesian volcano eruption sparks travel chaos,"By Sunday evening, the volcanic ash cloud had affected 467 flight movements in Jakarta´s Soekarno-Hatta airport alone that affected about 150,000 passengers.",https://www.dailymail.com/news/article-16109401/Australia-Indonesia-volcano-eruption-bali.html,https://i.dailymail.com/1s/2026/09/06/14/111081279-0-image-a-43_1788702518792.jpg,,"Australians travelling to Indonesia are being told to expect delays and disruptions after a volcano erupted over the weekend. 
Mount Anak Krakatoa erupted on Saturday, producing a fountain of lava a… [+2855 chars]",,"Warnung für Australier, da der Ausbruch des indonesischen Vulkans ein Reisechaos auslöst. Bis Sonntagabend hatte die Vulkanaschewolke allein auf dem Flughafen Soekarno-Hatta in Jakarta 467 Flugbewegungen beeinträchtigt, von denen etwa 150.000 Passagiere betroffen waren.","Warning for Aussies as Indonesian volcano eruption sparks travel chaos. By Sunday evening, the volcanic ash cloud had affected 467 flight movements in Jakarta´s Soekarno-Hatta airport alone that affected about 150,000 passengers.","Monitum pro Aussies sicut eruptio vulcani Indonesiaca scintillae chaos iter faciunt. Vespere Solis, nubes volcanicae cinis 467 motus fugae in Jakarta´s Soekarno-Hatta aeriportus solus affectus erat qui circiter 150.000 viatorum affectus est.",2026-09-08 16:13:59+00:00
1e20150bec1bcf7382cd566e8eff8168,2026-09-06T17:57:18Z,'ash volcano',biztoc.com,en,0.9,"Volcanic eruptions strand 170,000 at Indonesian airports","Multiple airports in Indonesia halted flights Sunday after the Anak Krakatau volcano erupted, spewing ash into the island nation's airspace.
The volcano erupted late Friday and again twice on Sunday, the BBC reported. Anak Krakatau sits about halfway between …",https://biztoc.com/x/de9faf271b0b3de5,https://biztoc.com/cdn/de9faf271b0b3de5_s.webp,,"Multiple airports in Indonesia halted flights Sunday after the Anak Krakatau volcano erupted, spewing ash into the island nation's airspace.The volcano erupted late Friday and again twice on Sunday, … [+137 chars]",,"Durch Vulkanausbrüche stranden 170.000 Menschen auf indonesischen Flughäfen. Mehrere Flughäfen in Indonesien stellten am Sonntag ihre Flüge ein, nachdem der Vulkan Anak Krakatau ausgebrochen war und Asche in den Luftraum des Inselstaates gespuckt hatte.
Der Vulkan brach am späten Freitag und am Sonntag erneut zweimal aus, berichtete die BBC. Anak Krakatau liegt etwa auf halber Strecke zwischen …","Volcanic eruptions strand 170,000 at Indonesian airports. Multiple airports in Indonesia halted flights Sunday after the Anak Krakatau volcano erupted, spewing ash into the island nation's airspace.
The volcano erupted late Friday and again twice on Sunday, the BBC reported. Anak Krakatau sits about halfway between …","eruptiones vulcanicae 170,000 in aeroportus Indonesian. Plures nisl in Indonesia volatus constiterunt die Dominico postquam Volcano Anak Krakatau erupit, cineres in aërem insulam nationalem vomens.
Volcano sero Veneris erupit et iterum bis die Dominico nuntiavit BBC. Anak Krakatau media fere inter ... sedet",2026-09-08 16:13:59+00:00
