index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.independent.ie/irish-news/irish-coast-guards-rescue-helicopter-row-is-a-volcano-about-to-erupt-says-ny-hotelier-john-fitzpatrick/a385664262.html,https://www.independent.ie/irish-news/irish-coast-guards-rescue-helicopter-row-is-a-volcano-about-to-erupt-says-ny-hotelier-john-fitzpatrick/a385664262.html,0,www.independent.ie,"Irish Coast Guard’s rescue helicopter row is a ‘volcano about to erupt’, says NY hotelier John Fitzpatrick",A group that includes New York-based Irish hotelier John Fitzpatrick has called on the Transport Minister to re-open the tender for the Irish Coast Guard search and rescue helicopter service.,https://focus.independent.ie/thumbor/cL3FHAWYEKmfXItfyk8DFKwr5PY=/629x460/smart/prod-mh-ireland/6ffd2bc3-606f-4aa4-ac05-8b932883375f/0e38d679-599e-4776-a188-27771cae48e4/PL31293891John%20Fitzpatrick.jpg,2025-06-01T01:30:00Z,https://web.archive.org/web/20250601044531/https://www.independent.ie/irish-news/irish-coast-guards-rescue-helicopter-row-is-a-volcano-about-to-erupt-says-ny-hotelier-john-fitzpatrick/a385664262.html,"A group that includes New York-based Irish hotelier John Fitzpatrick has called on the Transport Minister to re-open the tender for the Irish Coast Guard search and rescue helicopter service.
In a l… [+274 chars]",,en,'volcano rescue'
https://www.nationalgeographic.com/travel/article/is-volcano-tourism-safe,https://www.nationalgeographic.com/travel/article/is-volcano-tourism-safe,0,www.nationalgeographic.com,"Volcano tourism is booming, but is it too risky?",Dazzling eruptions draw visitors to places like Iceland and Hawaii. Here’s how to see them safely.,https://i.natgeofe.com/n/d3e56a0d-4f07-4d19-878c-5800cc2e5552/2103_BURKARD_11607_16x9.jpg?w=1200,2025-06-02T00:00:00Z,https://web.archive.org/web/20250425024417/https://www.nationalgeographic.com/travel/article/is-volcano-tourism-safe,"On June 2, 2025, Italys Mount Etna, one of Earths most active volcanoes, erupted again, releasing what experts called a lava fountain that sent tourists rushing downhill to safety.
In late March 202… [+8860 chars]",,en,'volcano'
https://biztoc.com/x/9b49b0ff953dfda2,https://biztoc.com/x/9b49b0ff953dfda2,0,biztoc.com,Mount Etna Erupts: Watch Live Feed of Today's Eruption,"Voice is AI-generated. Inconsistencies may occur.
Mount Etna on the Italian island of Sicily erupted on Monday morning, spewing a large cloud of ash and gas into the air.
Videos show tourists clambering away from the cloud.
A live feed of the volcano captured…",https://biztoc.com/cdn/9b49b0ff953dfda2_s.webp,2025-06-02T10:11:57Z,,"Voice is AI-generated. Inconsistencies may occur.Mount Etna on the Italian island of Sicily erupted on Monday morning, spewing a large cloud of ash and gas into the air.Videos show tourists clamberin… [+138 chars]",,en,'volcano'
https://nypost.com/2025/06/02/world-news/italys-mount-etna-erupts-in-smoky-display-sending-panicked-tourists-running-for-safety/,https://nypost.com/2025/06/02/world-news/italys-mount-etna-erupts-in-smoky-display-sending-panicked-tourists-running-for-safety/,0,nypost.com,Italy’s Mount Etna erupts in smoky display sending panicked tourists running for safety,"Italy's Mount Etna, the highest active volcano in Europe, started erupting Monday -- sending scores of panicked tourists running for safety.",https://nypost.com/wp-content/uploads/sites/2/2025/06/newspress-collage-m2484584s-1748861928842.jpg?quality=75&strip=all&1748847564&w=1024,2025-06-02T11:03:17Z,https://web.archive.org/web/20250602111659/https://nypost.com/2025/06/02/world-news/italys-mount-etna-erupts-in-smoky-display-sending-panicked-tourists-running-for-safety/,"Italy’s Mount Etna, the highest active volcano in Europe, started erupting Monday — sending scores of panicked tourists running for safety.
 Il momento della colata piroclastica nel versante sud-est… [+808 chars]",,en,'volcano'
https://www.cbsnews.com/news/mount-etna-volcano-erupts-italy-sicily-ash-cloud-lava-fountain-2025/,https://www.cbsnews.com/news/mount-etna-volcano-erupts-italy-sicily-ash-cloud-lava-fountain-2025/,0,www.cbsnews.com,"Italy's Mount Etna rumbles back to life with a ""lava fountain""","Europe's most active volcano, Mount Etna on Sicily, is erupting again, sending a huge plume of ash and smoke into the air and lava flowing down its slope.",https://assets2.cbsnewsstatic.com/hub/i/r/2025/06/02/a2d04f6a-c321-499b-8000-93f0b51c34cf/thumbnail/1200x630/a4963791980b0c65245ea92a87ab200c/mount-etna-erupts-june2025.jpg?v=15603985a4508c8e7bc83d8e4e73c5d0,2025-06-02T11:31:27Z,https://web.archive.org/web/20250602113752/https://www.cbsnews.com/news/mount-etna-volcano-erupts-italy-sicily-ash-cloud-lava-fountain-2025/,"Mount Etna, the rambunctious volcano on the Italian island of Sicily, grumbled back to life on Monday, spewing hot ash and lava in a pyroclastic flow, the nation's volcano monitoring body said. There… [+1969 chars]",,en,'lava volcano'
https://slashdot.org/firehose.pl?op=view&amp;id=177899881,https://slashdot.org/firehose.pl?op=view&amp;id=177899881,0,slashdot.org,Mount Etna Erupts: Watch Live Feed of Today's Eruption - Newsweek,Mount Etna Erupts: Watch Live Feed of Today's EruptionNewsweek Italy’s Mt. Etna erupts sending people running for safety as pyroclastic flows sweep down mountainFOX Weather Mount Etna eruption live: Huge volcano eruption in Italy sends tourists fleeingThe Ind…,,2025-06-02T11:52:36Z,,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,,en,'volcano erupt'
https://economictimes.indiatimes.com/news/international/uk/why-is-mount-etna-so-famous-when-was-its-last-eruption-and-how-active-is-it/articleshow/121571966.cms,https://economictimes.indiatimes.com/news/international/uk/why-is-mount-etna-so-famous-when-was-its-last-eruption-and-how-active-is-it/articleshow/121571966.cms,0,economictimes.indiatimes.com,"Why is Mount Etna so famous, when was its last eruption, and how active is it?","Mount Etna, Europe's largest and most active volcano, has a recorded eruptive history of over 2,700 years. Recent activity includes eruptions in July and August 2024, causing airport closures due to volcanic ash. Its frequent eruptions and significant geologi…","https://img.etimg.com/thumb/msid-121572662,width-1200,height-630,imgsize-229168,overlay-economictimes/articleshow.jpg",2025-06-02T12:05:47Z,,"As one of the most active volcanoes on Earth, Mt. Etna's tremendous eruptions make international news on a regular basis. For the past ten years, the volcanic activity of Mount Etna, one of Europe's … [+3718 chars]",,en,'volcano activity'
https://economictimes.indiatimes.com/news/international/us/italys-mount-etna-volcano-erupts-triggering-aviation-alert-as-tourists-flee-for-their-lives-10-key-points-mount-etna-volcano-news-breaking-news/articleshow/121572099.cms,https://economictimes.indiatimes.com/news/international/us/italys-mount-etna-volcano-erupts-triggering-aviation-alert-as-tourists-flee-for-their-lives-10-key-points-mount-etna-volcano-news-breaking-news/articleshow/121572099.cms,0,economictimes.indiatimes.com,"Italy's Mount Etna volcano erupts, triggering aviation alert as tourists flee for their lives — 10 key points","Mount Etna, Europe's most active volcano, erupted early Monday morning, causing widespread panic as ash clouds filled the sky. Strombolian explosions intensified, sending ash falling on tourist areas. While monitored, the eruption remains unpredictable, promp…","https://img.etimg.com/thumb/msid-121572115,width-1200,height-630,imgsize-35670,overlay-economictimes/articleshow.jpg",2025-06-02T12:08:14Z,,"(Catch all the US News, UK News, Canada News, International Breaking News Events, and Latest News Updates on The Economic Times.)
Download The Economic Times News App to get Daily International News… [+8 chars]",,en,'volcano'
https://www.aljazeera.com/video/newsfeed/2025/6/2/tourists-flee-as-italys-mount-etna-erupts,https://www.aljazeera.com/video/newsfeed/2025/6/2/tourists-flee-as-italys-mount-etna-erupts,0,www.aljazeera.com,Tourists flee as Italy’s Mount Etna erupts,Dozens of tourists were just metres from the crater of Italy’s Mount Etna when the volcano erupted.,https://www.aljazeera.com/wp-content/uploads/2025/06/CMS-1748867464.jpg?resize=1920%2C1080&quality=80,2025-06-02T12:31:25Z,https://web.archive.org/web/20250602132031/https://www.aljazeera.com/video/newsfeed/2025/6/2/tourists-flee-as-italys-mount-etna-erupts,"NewsFeed
Dozens of tourists were just metres from the crater of Italys Mount Etna when the volcano erupted. Tour groups were seen fleeing down the mountain as Europes most active volcano sent a huge… [+36 chars]",,en,'volcano'
https://www.bbc.com/news/videos/cj3j26yjg5ro,https://www.bbc.com/news/videos/cj3j26yjg5ro,0,www.bbc.com,Watch: Mount Etna in Sicily spews huge plumes of ash,Footage shows clouds of dark coloured smoke and ash billowing from the volcano on the Mediterranean island.,https://ichef.bbci.co.uk/news/1024/branded_news/781c/live/3a640190-3fad-11f0-b6e6-4ddb91039da1.jpg,2025-06-02T12:33:28Z,https://web.archive.org/web/20250602125101/https://www.bbc.com/news/videos/cj3j26yjg5ro,"Footage shows huge plumes of earthy coloured smoke and ash billowing from Mount Etna in Sicily. 
The volcano on the eastern coast of the Mediterranean island is one of the world's most active, with … [+201 chars]",,en,'ash volcano'
